"dataset","n_items","n_persons","working_model","analysis_model","statistic","method","flagging_rate","null_rate","working_acceptable_fit"
"frac20",20,536,"2PL","1PL","ECI_Z2*","Normal theory",0.0541044776119403,0.0283768656716418,FALSE
"frac20",20,536,"2PL","1PL","ECI_Z2*","Bootstrap",0.0876865671641791,0.0499813432835821,FALSE
"frac20",20,536,"2PL","1PL","ECI_Z2*","Bootstrap by ability",0.0746268656716418,0.0500559701492537,FALSE
"frac20",20,536,"2PL","1PL","ECI_Z4*","Normal theory",0.0708955223880597,0.0421641791044776,FALSE
"frac20",20,536,"2PL","1PL","ECI_Z4*","Bootstrap",0.083955223880597,0.0500279850746269,FALSE
"frac20",20,536,"2PL","1PL","ECI_Z4*","Bootstrap by ability",0.0690298507462687,0.0497574626865672,FALSE
"frac20",20,536,"2PL","2PL","lz*","Normal theory",0.0802238805970149,0.0455597014925373,FALSE
"frac20",20,536,"2PL","2PL","lz*","Bootstrap",0.083955223880597,0.0500652985074627,FALSE
"frac20",20,536,"2PL","2PL","lz*","Bootstrap by ability",0.0876865671641791,0.0500746268656716,FALSE
"frac20",20,536,"2PL","2PL","U*","Normal theory",0.0466417910447761,0.0291231343283582,FALSE
"frac20",20,536,"2PL","2PL","U*","Bootstrap",0.0783582089552239,0.0500466417910448,FALSE
"frac20",20,536,"2PL","2PL","U*","Bootstrap by ability",0.0727611940298507,0.0499626865671642,FALSE
"frac20",20,536,"2PL","2PL","W*","Normal theory",0.0615671641791045,0.0375,FALSE
"frac20",20,536,"2PL","2PL","W*","Bootstrap",0.0764925373134328,0.0499440298507463,FALSE
"frac20",20,536,"2PL","2PL","W*","Bootstrap by ability",0.0951492537313433,0.0503171641791045,FALSE
"frac20",20,536,"2PL","2PL","ECI_Z2*","Normal theory",0.041044776119403,0.0184608208955224,FALSE
"frac20",20,536,"2PL","2PL","ECI_Z2*","Bootstrap",0.0783582089552239,0.0500652985074627,FALSE
"frac20",20,536,"2PL","2PL","ECI_Z2*","Bootstrap by ability",0.0858208955223881,0.0499626865671642,FALSE
"frac20",20,536,"2PL","2PL","ECI_Z4*","Normal theory",0.082089552238806,0.036044776119403,FALSE
"frac20",20,536,"2PL","2PL","ECI_Z4*","Bootstrap",0.0932835820895522,0.0500559701492537,FALSE
"frac20",20,536,"2PL","2PL","ECI_Z4*","Bootstrap by ability",0.0802238805970149,0.0505690298507463,FALSE
"frac20",20,536,"2PL","3PL","lz*","Normal theory",0.0764925373134328,0.0476294995610184,FALSE
"frac20",20,536,"2PL","3PL","lz*","Bootstrap",0.0783582089552239,0.0502434352302658,FALSE
"frac20",20,536,"2PL","3PL","lz*","Bootstrap by ability",0.0802238805970149,0.0503032963524623,FALSE
"frac20",20,536,"2PL","3PL","U*","Normal theory",0.0466417910447761,0.0281247505786575,FALSE
"frac20",20,536,"2PL","3PL","U*","Bootstrap",0.0727611940298507,0.0501237129858728,FALSE
"frac20",20,536,"2PL","3PL","U*","Bootstrap by ability",0.0727611940298507,0.0500039907414798,FALSE
"frac20",20,536,"2PL","3PL","W*","Normal theory",0.0764925373134328,0.0364155160028733,FALSE
"frac20",20,536,"2PL","3PL","W*","Bootstrap",0.083955223880597,0.0499940138877804,FALSE
"frac20",20,536,"2PL","3PL","W*","Bootstrap by ability",0.0746268656716418,0.049794476813792,FALSE
"frac20",20,536,"2PL","3PL","ECI_Z2*","Normal theory",0.042910447761194,0.0186567164179104,FALSE
"frac20",20,536,"2PL","3PL","ECI_Z2*","Bootstrap",0.0783582089552239,0.0499740601803815,FALSE
"frac20",20,536,"2PL","3PL","ECI_Z2*","Bootstrap by ability",0.0615671641791045,0.0500538750099769,FALSE
"frac20",20,536,"2PL","3PL","ECI_Z4*","Normal theory",0.0783582089552239,0.0352781546811398,FALSE
"frac20",20,536,"2PL","3PL","ECI_Z4*","Bootstrap",0.0876865671641791,0.0499840370340809,FALSE
"frac20",20,536,"2PL","3PL","ECI_Z4*","Bootstrap by ability",0.0764925373134328,0.0497445925452949,FALSE
"g308_sirt",20,747,"2PL","1PL","lz*","Normal theory",0.07095046854083,0.0672423025435074,TRUE
"g308_sirt",20,747,"2PL","1PL","lz*","Bootstrap",0.0562248995983936,0.0499598393574297,TRUE
"g308_sirt",20,747,"2PL","1PL","lz*","Bootstrap by ability",0.0575635876840696,0.0501740294511379,TRUE
"g308_sirt",20,747,"2PL","1PL","U*","Normal theory",0.0589022757697457,0.0628714859437751,TRUE
"g308_sirt",20,747,"2PL","1PL","U*","Bootstrap",0.0455153949129853,0.0500334672021419,TRUE
"g308_sirt",20,747,"2PL","1PL","U*","Bootstrap by ability",0.0455153949129853,0.0499732262382865,TRUE
"g308_sirt",20,747,"2PL","1PL","W*","Normal theory",0.0629183400267738,0.0481459170013387,TRUE
"g308_sirt",20,747,"2PL","1PL","W*","Bootstrap",0.07095046854083,0.049805890227577,TRUE
"g308_sirt",20,747,"2PL","1PL","W*","Bootstrap by ability",0.07095046854083,0.0501807228915663,TRUE
"g308_sirt",20,747,"2PL","1PL","ECI_Z2*","Normal theory",0.0334672021419009,0.024471218206158,TRUE
"g308_sirt",20,747,"2PL","1PL","ECI_Z2*","Bootstrap",0.069611780455154,0.0499799196787149,TRUE
"g308_sirt",20,747,"2PL","1PL","ECI_Z2*","Bootstrap by ability",0.069611780455154,0.0504016064257028,TRUE
"g308_sirt",20,747,"2PL","1PL","ECI_Z4*","Normal theory",0.0629183400267738,0.0430254350736278,TRUE
"g308_sirt",20,747,"2PL","1PL","ECI_Z4*","Bootstrap",0.0682730923694779,0.0499330655957162,TRUE
"g308_sirt",20,747,"2PL","1PL","ECI_Z4*","Bootstrap by ability",0.0736278447121821,0.050053547523427,TRUE
"g308_sirt",20,747,"2PL","2PL","lz*","Normal theory",0.0629183400267738,0.052764390896921,TRUE
"g308_sirt",20,747,"2PL","2PL","lz*","Bootstrap",0.0589022757697457,0.0501740294511379,TRUE
"g308_sirt",20,747,"2PL","2PL","lz*","Bootstrap by ability",0.0575635876840696,0.0504350736278447,TRUE
"g308_sirt",20,747,"2PL","2PL","U*","Normal theory",0.0294511378848728,0.0277911646586345,TRUE
"g308_sirt",20,747,"2PL","2PL","U*","Bootstrap",0.0508701472556894,0.050140562248996,TRUE
"g308_sirt",20,747,"2PL","2PL","U*","Bootstrap by ability",0.0575635876840696,0.0498728246318608,TRUE
"g308_sirt",20,747,"2PL","2PL","W*","Normal theory",0.0575635876840696,0.0396787148594378,TRUE
"g308_sirt",20,747,"2PL","2PL","W*","Bootstrap",0.069611780455154,0.0500267737617135,TRUE
"g308_sirt",20,747,"2PL","2PL","W*","Bootstrap by ability",0.072289156626506,0.0499799196787149,TRUE
"g308_sirt",20,747,"2PL","2PL","ECI_Z2*","Normal theory",0.0334672021419009,0.0218808567603748,TRUE
"g308_sirt",20,747,"2PL","2PL","ECI_Z2*","Bootstrap",0.0789825970548862,0.0499531459170013,TRUE
"g308_sirt",20,747,"2PL","2PL","ECI_Z2*","Bootstrap by ability",0.07095046854083,0.0505689424364123,TRUE
"g308_sirt",20,747,"2PL","2PL","ECI_Z4*","Normal theory",0.0535475234270415,0.0357028112449799,TRUE
"g308_sirt",20,747,"2PL","2PL","ECI_Z4*","Bootstrap",0.0789825970548862,0.0500937081659973,TRUE
"g308_sirt",20,747,"2PL","2PL","ECI_Z4*","Bootstrap by ability",0.0736278447121821,0.0503480589022758,TRUE
"g308_sirt",20,747,"2PL","3PL","lz*","Normal theory",0.0602409638554217,0.051950826677185,TRUE
"g308_sirt",20,747,"2PL","3PL","lz*","Bootstrap",0.0575635876840696,0.0501512013936824,TRUE
"g308_sirt",20,747,"2PL","3PL","lz*","Bootstrap by ability",0.0615796519410977,0.0504881175426487,TRUE
"g308_sirt",20,747,"2PL","3PL","U*","Normal theory",0.0334672021419009,0.0259442678690221,TRUE
"g308_sirt",20,747,"2PL","3PL","U*","Bootstrap",0.0642570281124498,0.0502295480490469,TRUE
"g308_sirt",20,747,"2PL","3PL","U*","Bootstrap by ability",0.0642570281124498,0.0500406534111908,TRUE
"g308_sirt",20,747,"2PL","3PL","W*","Normal theory",0.0642570281124498,0.0394379152602229,TRUE
"g308_sirt",20,747,"2PL","3PL","W*","Bootstrap",0.0736278447121821,0.0500817174628986,TRUE
"g308_sirt",20,747,"2PL","3PL","W*","Bootstrap by ability",0.0642570281124498,0.0499503124974335,TRUE
"g308_sirt",20,747,"2PL","3PL","ECI_Z2*","Normal theory",0.0281124497991968,0.0214147191269763,TRUE
"g308_sirt",20,747,"2PL","3PL","ECI_Z2*","Bootstrap",0.0776439089692102,0.0500772441902508,TRUE
"g308_sirt",20,747,"2PL","3PL","ECI_Z2*","Bootstrap by ability",0.0669344042838019,0.0504963350096966,TRUE
"g308_sirt",20,747,"2PL","3PL","ECI_Z4*","Normal theory",0.0575635876840696,0.0354583703119351,TRUE
"g308_sirt",20,747,"2PL","3PL","ECI_Z4*","Bootstrap",0.0736278447121821,0.0499293297833876,TRUE
"g308_sirt",20,747,"2PL","3PL","ECI_Z4*","Bootstrap by ability",0.0789825970548862,0.0503155507346416,TRUE
"geiser_tam",24,519,"2PL","1PL","lz*","Normal theory",0.127167630057803,0.0666763005780347,FALSE
"geiser_tam",24,519,"2PL","1PL","lz*","Bootstrap",0.107899807321773,0.0501445086705202,FALSE
"geiser_tam",24,519,"2PL","1PL","lz*","Bootstrap by ability",0.0982658959537572,0.0502119460500963,FALSE
"geiser_tam",24,519,"2PL","1PL","U*","Normal theory",0.0847784200385357,0.0561078998073218,FALSE
"geiser_tam",24,519,"2PL","1PL","U*","Bootstrap",0.0789980732177264,0.0499518304431599,FALSE
"geiser_tam",24,519,"2PL","1PL","U*","Bootstrap by ability",0.0732177263969171,0.0501156069364162,FALSE
"geiser_tam",24,519,"2PL","1PL","W*","Normal theory",0.10597302504817,0.0565510597302505,FALSE
"geiser_tam",24,519,"2PL","1PL","W*","Bootstrap",0.102119460500963,0.0502697495183044,FALSE
"geiser_tam",24,519,"2PL","1PL","W*","Bootstrap by ability",0.10019267822736,0.0501348747591522,FALSE
"geiser_tam",24,519,"2PL","1PL","ECI_Z2*","Normal theory",0.0982658959537572,0.0419171483622351,FALSE
"geiser_tam",24,519,"2PL","1PL","ECI_Z2*","Bootstrap",0.10019267822736,0.0499229287090559,FALSE
"geiser_tam",24,519,"2PL","1PL","ECI_Z2*","Bootstrap by ability",0.0982658959537572,0.0502697495183044,FALSE
"geiser_tam",24,519,"2PL","1PL","ECI_Z4*","Normal theory",0.104046242774566,0.0532369942196532,FALSE
"geiser_tam",24,519,"2PL","1PL","ECI_Z4*","Bootstrap",0.102119460500963,0.0501156069364162,FALSE
"geiser_tam",24,519,"2PL","1PL","ECI_Z4*","Bootstrap by ability",0.0963391136801541,0.0501059730250482,FALSE
"geiser_tam",24,519,"2PL","2PL","lz*","Normal theory",0.10019267822736,0.0548885924608468,FALSE
"geiser_tam",24,519,"2PL","2PL","lz*","Bootstrap",0.0982658959537572,0.0499382441578973,FALSE
"geiser_tam",24,519,"2PL","2PL","lz*","Bootstrap by ability",0.0982658959537572,0.0499184822884245,FALSE
"geiser_tam",24,519,"2PL","2PL","U*","Normal theory",0.0597302504816956,0.0398596907267428,FALSE
"geiser_tam",24,519,"2PL","2PL","U*","Bootstrap",0.0732177263969171,0.0499382441578973,FALSE
"geiser_tam",24,519,"2PL","2PL","U*","Bootstrap by ability",0.0751445086705202,0.0501358628526259,FALSE
"geiser_tam",24,519,"2PL","2PL","W*","Normal theory",0.092485549132948,0.0449582530507386,FALSE
"geiser_tam",24,519,"2PL","2PL","W*","Bootstrap",0.102119460500963,0.0502643150041994,FALSE
"geiser_tam",24,519,"2PL","2PL","W*","Bootstrap by ability",0.102119460500963,0.050046934439998,FALSE
"geiser_tam",24,519,"2PL","2PL","ECI_Z2*","Normal theory",0.0828516377649326,0.0313917296576256,FALSE
"geiser_tam",24,519,"2PL","2PL","ECI_Z2*","Bootstrap",0.109826589595376,0.0499876488315795,FALSE
"geiser_tam",24,519,"2PL","2PL","ECI_Z2*","Bootstrap by ability",0.10019267822736,0.0499876488315795,FALSE
"geiser_tam",24,519,"2PL","2PL","ECI_Z4*","Normal theory",0.0770712909441233,0.0412430215898424,FALSE
"geiser_tam",24,519,"2PL","2PL","ECI_Z4*","Bootstrap",0.0963391136801541,0.0499184822884245,FALSE
"geiser_tam",24,519,"2PL","2PL","ECI_Z4*","Bootstrap by ability",0.092485549132948,0.0499580060273702,FALSE
"geiser_tam",24,519,"2PL","3PL","lz*","Normal theory",0.0867052023121387,0.0540000928634443,FALSE
"geiser_tam",24,519,"2PL","3PL","lz*","Bootstrap",0.0828516377649326,0.0499257092445559,FALSE
"geiser_tam",24,519,"2PL","3PL","lz*","Bootstrap by ability",0.0828516377649326,0.0500882202720899,FALSE
"geiser_tam",24,519,"2PL","3PL","U*","Normal theory",0.0732177263969171,0.0406017132112264,FALSE
"geiser_tam",24,519,"2PL","3PL","U*","Bootstrap",0.0809248554913295,0.0499686607702486,FALSE
"geiser_tam",24,519,"2PL","3PL","U*","Bootstrap by ability",0.092485549132948,0.0500150892587692,FALSE
"geiser_tam",24,519,"2PL","3PL","W*","Normal theory",0.0770712909441233,0.0411240337070827,FALSE
"geiser_tam",24,519,"2PL","3PL","W*","Bootstrap",0.0982658959537572,0.0500383035030295,FALSE
"geiser_tam",24,519,"2PL","3PL","W*","Bootstrap by ability",0.0963391136801541,0.0501079462358103,FALSE
"geiser_tam",24,519,"2PL","3PL","ECI_Z2*","Normal theory",0.0578034682080925,0.0268839671263407,FALSE
"geiser_tam",24,519,"2PL","3PL","ECI_Z2*","Bootstrap",0.0944123314065511,0.0499837488972466,FALSE
"geiser_tam",24,519,"2PL","3PL","ECI_Z2*","Bootstrap by ability",0.0944123314065511,0.049612295120026,FALSE
"geiser_tam",24,519,"2PL","3PL","ECI_Z4*","Normal theory",0.0712909441233141,0.0373659284022844,FALSE
"geiser_tam",24,519,"2PL","3PL","ECI_Z4*","Bootstrap",0.0944123314065511,0.050018572688861,FALSE
"geiser_tam",24,519,"2PL","3PL","ECI_Z4*","Bootstrap by ability",0.0963391136801541,0.0504480661187723,FALSE
"gilbert_meta_2",20,2174,"2PL","1PL","lz*","Normal theory",0.0708371665133395,0.0642111315547378,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","lz*","Bootstrap",0.0588776448942042,0.0500459981600736,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","lz*","Bootstrap by ability",0.0602575896964121,0.0499885004599816,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","U*","Normal theory",0.0809567617295308,0.0754760809567617,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","U*","Bootstrap",0.0542778288868445,0.0499862005519779,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","U*","Bootstrap by ability",0.0634774609015639,0.0500942962281509,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","W*","Normal theory",0.0643974241030359,0.0566375344986201,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","W*","Bootstrap",0.0565777368905244,0.0499540018399264,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","W*","Bootstrap by ability",0.0579576816927323,0.0500252989880405,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","ECI_Z2*","Normal theory",0.0533578656853726,0.045517479300828,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","ECI_Z2*","Bootstrap",0.0574977000919963,0.0500160993560258,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","ECI_Z2*","Bootstrap by ability",0.0579576816927323,0.0499839006439742,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","ECI_Z4*","Normal theory",0.0597976080956762,0.053132474701012,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","ECI_Z4*","Bootstrap",0.0556577736890524,0.0500114995400184,TRUE
"gilbert_meta_2",20,2174,"2PL","1PL","ECI_Z4*","Bootstrap by ability",0.0570377184912604,0.050006899724011,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","lz*","Normal theory",0.0607175712971481,0.0512396504139834,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","lz*","Bootstrap",0.0597976080956762,0.0499563017479301,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","lz*","Bootstrap by ability",0.0611775528978841,0.0500528978840846,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","U*","Normal theory",0.0547378104875805,0.0519733210671573,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","U*","Bootstrap",0.0538178472861086,0.0500528978840846,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","U*","Bootstrap by ability",0.0542778288868445,0.0499655013799448,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","W*","Normal theory",0.0482980680772769,0.0449563017479301,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","W*","Bootstrap",0.0542778288868445,0.0500321987120515,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","W*","Bootstrap by ability",0.0574977000919963,0.0498689052437902,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","ECI_Z2*","Normal theory",0.0446182152713891,0.037966881324747,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","ECI_Z2*","Bootstrap",0.0639374425022999,0.0500022999080037,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","ECI_Z2*","Bootstrap by ability",0.062557497700092,0.050050597976081,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","ECI_Z4*","Normal theory",0.0565777368905244,0.0491490340386385,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","ECI_Z4*","Bootstrap",0.0570377184912604,0.0499747010119595,TRUE
"gilbert_meta_2",20,2174,"2PL","2PL","ECI_Z4*","Bootstrap by ability",0.0584176632934683,0.049949402023919,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","lz*","Normal theory",0.0662373505059798,0.0508961551085695,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","lz*","Bootstrap",0.0662373505059798,0.0500501587976682,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","lz*","Bootstrap by ability",0.0648574057037719,0.0499253396698303,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","U*","Normal theory",0.0524379024839007,0.0508406799406416,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","U*","Bootstrap",0.0505979760809568,0.0499946836297402,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","U*","Bootstrap by ability",0.0533578656853726,0.0500131753523829,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","W*","Normal theory",0.0492180312787488,0.0454572771862995,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","W*","Bootstrap",0.0561177552897884,0.0500131753523829,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","W*","Bootstrap by ability",0.0524379024839007,0.0500154868177132,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","ECI_Z2*","Normal theory",0.0367985280588776,0.0356081234137569,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","ECI_Z2*","Bootstrap",0.0551977920883165,0.0500108638870526,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","ECI_Z2*","Bootstrap by ability",0.0547378104875805,0.0499761919070976,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","ECI_Z4*","Normal theory",0.0574977000919963,0.047315695311886,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","ECI_Z4*","Bootstrap",0.063017479300828,0.0499646345804459,TRUE
"gilbert_meta_2",20,2174,"2PL","3PL","ECI_Z4*","Bootstrap by ability",0.062557497700092,0.0500709619856412,TRUE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","lz*","Normal theory",0.153721682847896,0.115898058252427,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","lz*","Bootstrap",0.0776699029126214,0.0499676375404531,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","lz*","Bootstrap by ability",0.118122977346278,0.050121359223301,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","U*","Normal theory",0.129449838187702,0.10834142394822,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","U*","Bootstrap",0.0744336569579288,0.0501051779935275,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","U*","Bootstrap by ability",0.0857605177993527,0.0501618122977346,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","W*","Normal theory",0.176375404530744,0.0929368932038835,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","W*","Bootstrap",0.108414239482201,0.0500485436893204,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","W*","Bootstrap by ability",0.140776699029126,0.0502427184466019,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","ECI_Z2*","Normal theory",0.150485436893204,0.0854045307443366,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","ECI_Z2*","Bootstrap",0.0906148867313916,0.0501294498381877,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","ECI_Z2*","Bootstrap by ability",0.127831715210356,0.0501941747572816,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","ECI_Z4*","Normal theory",0.161812297734628,0.0893608414239482,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","ECI_Z4*","Bootstrap",0.106796116504854,0.0500809061488673,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","1PL","ECI_Z4*","Bootstrap by ability",0.140776699029126,0.0502750809061489,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","lz*","Normal theory",0.160148975791434,0.0890089848164434,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","lz*","Bootstrap",0.111731843575419,0.0498025130632294,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","lz*","Bootstrap by ability",0.135940409683426,0.0497801349400826,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","U*","Normal theory",0.0177993527508091,0.0396483394770088,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","U*","Bootstrap",0.0226537216828479,0.0500406694010349,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","U*","Bootstrap by ability",0.132686084142395,0.0505338940518838,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","W*","Normal theory",0.153721682847896,0.0666199401207968,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","W*","Bootstrap",0.122977346278317,0.0499368326324351,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","W*","Bootstrap by ability",0.12621359223301,0.0501185469774847,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","ECI_Z2*","Normal theory",0.134078212290503,0.0542893267541651,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","ECI_Z2*","Bootstrap",0.132216014897579,0.0499591599252571,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","ECI_Z2*","Bootstrap by ability",0.119180633147114,0.0501046177257113,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","ECI_Z4*","Normal theory",0.202979515828678,0.0723372830720687,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","ECI_Z4*","Bootstrap",0.148975791433892,0.0500039161715507,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","2PL","ECI_Z4*","Bootstrap by ability",0.160148975791434,0.049791324001656,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","lz*","Normal theory",0.228624535315985,0.0550198690977092,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","lz*","Bootstrap",0.226765799256506,0.0503447872837775,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","lz*","Bootstrap by ability",0.219330855018587,0.0509291725105189,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","U*","Normal theory",0.0242718446601942,0.00354609929078014,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","U*","Bootstrap",0.0744336569579288,0.0499724574812367,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","U*","Bootstrap by ability",0.168284789644013,0.0506954485987744,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","W*","Normal theory",0.0970873786407767,0.0394030159058046,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","W*","Bootstrap",0.118122977346278,0.0499896715554637,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","W*","Bootstrap by ability",0.134304207119741,0.0500757419265992,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","ECI_Z2*","Normal theory",0.109665427509294,0.0462833099579243,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","ECI_Z2*","Bootstrap",0.111524163568773,0.0501110331930809,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","ECI_Z2*","Bootstrap by ability",0.115241635687732,0.0500233754090697,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","ECI_Z4*","Normal theory",0.16542750929368,0.0605423094904161,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","ECI_Z4*","Bootstrap",0.150557620817844,0.049760402057036,FALSE
"himmelstein-shipley_abstraction-2025",56,618,"3PL","3PL","ECI_Z4*","Bootstrap by ability",0.152416356877323,0.049760402057036,FALSE
"janssen2_tam",20,346,"2PL","1PL","lz*","Normal theory",0.0895953757225433,0.0580346820809249,FALSE
"janssen2_tam",20,346,"2PL","1PL","lz*","Bootstrap",0.0809248554913295,0.0500578034682081,FALSE
"janssen2_tam",20,346,"2PL","1PL","lz*","Bootstrap by ability",0.0838150289017341,0.0503034682080925,FALSE
"janssen2_tam",20,346,"2PL","1PL","U*","Normal theory",0.106936416184971,0.0682080924855491,FALSE
"janssen2_tam",20,346,"2PL","1PL","U*","Bootstrap",0.0780346820809249,0.0503757225433526,FALSE
"janssen2_tam",20,346,"2PL","1PL","U*","Bootstrap by ability",0.0838150289017341,0.0505924855491329,FALSE
"janssen2_tam",20,346,"2PL","1PL","W*","Normal theory",0.0722543352601156,0.0445809248554913,FALSE
"janssen2_tam",20,346,"2PL","1PL","W*","Bootstrap",0.0838150289017341,0.0501156069364162,FALSE
"janssen2_tam",20,346,"2PL","1PL","W*","Bootstrap by ability",0.0751445086705202,0.0504335260115607,FALSE
"janssen2_tam",20,346,"2PL","1PL","ECI_Z2*","Normal theory",0.046242774566474,0.0304624277456647,FALSE
"janssen2_tam",20,346,"2PL","1PL","ECI_Z2*","Bootstrap",0.092485549132948,0.0501011560693642,FALSE
"janssen2_tam",20,346,"2PL","1PL","ECI_Z2*","Bootstrap by ability",0.092485549132948,0.0501300578034682,FALSE
"janssen2_tam",20,346,"2PL","1PL","ECI_Z4*","Normal theory",0.0722543352601156,0.0411705202312139,FALSE
"janssen2_tam",20,346,"2PL","1PL","ECI_Z4*","Bootstrap",0.0867052023121387,0.0500578034682081,FALSE
"janssen2_tam",20,346,"2PL","1PL","ECI_Z4*","Bootstrap by ability",0.0780346820809249,0.0509104046242775,FALSE
"janssen2_tam",20,346,"2PL","2PL","lz*","Normal theory",0.101156069364162,0.0529548640719169,FALSE
"janssen2_tam",20,346,"2PL","2PL","lz*","Bootstrap",0.092485549132948,0.0500932202165021,FALSE
"janssen2_tam",20,346,"2PL","2PL","lz*","Bootstrap by ability",0.092485549132948,0.0504978971253487,FALSE
